member_id,total_pushes,avg_push_discount,dormant_length,push_group,dormant_period_num,period_type
457038,13,,26,1,1,dormant
457496,4,,16,1,1,dormant
457716,76,,397,1,1,dormant
458376,12,,31,1,1,dormant
459753,87,,260,1,1,dormant
461258,83,,260,1,1,dormant
461755,8,,39,1,1,dormant
462806,36,,165,1,1,dormant
463515,6,,24,1,1,dormant
463938,19,,50,1,1,dormant
464388,112,,346,1,1,dormant
465413,3,,8,1,1,dormant
466516,9,,24,1,1,dormant
467227,139,,414,1,1,dormant
467799,21,,86,1,1,dormant
470002,63,,222,1,1,dormant
470872,36,,123,1,1,dormant
471541,2,,2,1,1,dormant
471694,63,,163,1,1,dormant
472531,119,,401,1,1,dormant
473011,62,,180,1,1,dormant
473986,2,,7,1,1,dormant
474015,9,,12,1,1,dormant
475147,23,,88,1,1,dormant
476193,83,,277,1,1,dormant
476729,6,,66,1,1,dormant
478181,10,,32,1,1,dormant
478578,44,,123,1,1,dormant
480705,77,,309,1,1,dormant
481019,4,,9,1,1,dormant
481059,33,,80,1,1,dormant
483575,10,,39,1,1,dormant
486305,13,,32,1,1,dormant
486585,95,,425,1,1,dormant
486874,65,,284,1,1,dormant
487827,19,,50,1,1,dormant
487997,21,,51,1,1,dormant
488249,32,,86,1,1,dormant
488780,42,,191,1,1,dormant
489507,7,,16,1,1,dormant
490147,4,,9,1,1,dormant
493211,23,,68,1,1,dormant
494143,4,,33,1,1,dormant
494487,3,,3,1,1,dormant
495385,8,,16,1,1,dormant
496493,5,,16,1,1,dormant
496623,79,,264,1,1,dormant
498252,43,,169,1,1,dormant
502394,133,,441,1,1,dormant
502736,1,,1,1,1,dormant
503988,126,,501,1,1,dormant
505270,75,,443,1,1,dormant
511862,75,,155,1,1,dormant
513830,101,,411,1,1,dormant
515454,125,,375,1,1,dormant
516212,2,,14,1,1,dormant
517814,81,,318,1,1,dormant
519170,41,,159,1,1,dormant
520588,4,,8,1,1,dormant
520795,36,,134,1,1,dormant
520872,35,,89,1,1,dormant
523824,1,,1,1,1,dormant
525869,17,,40,1,1,dormant
525946,2,,8,1,1,dormant
526050,35,,92,1,1,dormant
526120,91,,421,1,1,dormant
528655,22,,66,1,1,dormant
528799,32,,79,1,1,dormant
530326,1,,1,1,1,dormant
532040,21,,217,1,1,dormant
532359,16,,193,1,1,dormant
532648,14,,40,1,1,dormant
533657,85,,457,1,1,dormant
534010,17,,69,1,1,dormant
535288,17,,50,1,1,dormant
536034,3,,1,1,1,dormant
536685,98,,433,1,1,dormant
537497,85,,335,1,1,dormant
538227,36,,141,1,1,dormant
538394,87,,392,1,1,dormant
538832,84,,260,1,1,dormant
539205,50,,265,1,1,dormant
541066,29,,56,1,1,dormant
543494,10,,22,1,1,dormant
544963,12,,48,1,1,dormant
545574,2,,1,1,1,dormant
546923,87,,255,1,1,dormant
548818,35,,106,1,1,dormant
550789,57,,316,1,1,dormant
550861,8,,16,1,1,dormant
557287,4,,8,1,1,dormant
558182,56,,259,1,1,dormant
558659,17,,180,1,1,dormant
560394,71,,224,1,1,dormant
561564,6,,8,1,1,dormant
561927,23,,95,1,1,dormant
562744,8,,28,1,1,dormant
563301,6,,18,1,1,dormant
564940,4,,29,1,1,dormant
565249,37,,189,1,1,dormant
565652,18,,78,1,1,dormant
570793,42,,145,1,1,dormant
570821,5,,11,1,1,dormant
577601,19,,67,1,1,dormant
579376,1,,1,1,1,dormant
581824,72,,359,1,1,dormant
585986,74,,288,1,1,dormant
586274,7,,10,1,1,dormant
586821,41,,293,1,1,dormant
586946,56,,259,1,1,dormant
587580,118,,339,1,1,dormant
588107,8,,19,1,1,dormant
588446,2,,7,1,1,dormant
589557,12,,34,1,1,dormant
589939,43,,135,1,1,dormant
590389,59,,148,1,1,dormant
591719,52,,266,1,1,dormant
593063,11,,24,1,1,dormant
595002,23,,86,1,1,dormant
595360,7,,22,1,1,dormant
597291,1,,1,1,1,dormant
597382,47,,221,1,1,dormant
598768,10,,99,1,1,dormant
599828,55,,191,1,1,dormant
600506,1,,1,1,1,dormant
601021,73,,290,1,1,dormant
601269,33,,154,1,1,dormant
602595,3,,7,1,1,dormant
603312,1,,1,1,1,dormant
604301,46,,212,1,1,dormant
606106,7,,22,1,1,dormant
606247,4,,9,1,1,dormant
607574,3,,6,1,1,dormant
608436,29,,72,1,1,dormant
609412,7,,24,1,1,dormant
609735,6,,30,1,1,dormant
609762,92,,238,1,1,dormant
611236,27,,113,1,1,dormant
611975,18,,69,1,1,dormant
615457,27,,138,1,1,dormant
616321,47,,124,1,1,dormant
617706,91,,360,1,1,dormant
618437,97,,356,1,1,dormant
619213,13,,31,1,1,dormant
620245,42,,139,1,1,dormant
620290,44,,217,1,1,dormant
621566,9,,35,1,1,dormant
622840,8,,10,1,1,dormant
623506,49,,107,1,1,dormant
623648,34,,91,1,1,dormant
624010,19,,45,1,1,dormant
624596,30,,186,1,1,dormant
624827,35,,246,1,1,dormant
625797,7,,9,1,1,dormant
626155,108,,251,1,1,dormant
627156,16,,44,1,1,dormant
627626,10,,40,1,1,dormant
628068,63,,298,1,1,dormant
629904,7,,18,1,1,dormant
630346,5,,20,1,1,dormant
631832,107,,304,1,1,dormant
631891,49,,480,1,1,dormant
633968,49,,146,1,1,dormant
634488,57,,154,1,1,dormant
634969,45,,184,1,1,dormant
639211,31,,122,1,1,dormant
640557,12,,32,1,1,dormant
642620,16,,51,1,1,dormant
642936,66,,179,1,1,dormant
643476,26,,111,1,1,dormant
643648,60,,174,1,1,dormant
643722,88,,216,1,1,dormant
644303,153,,479,1,1,dormant
644467,59,,387,1,1,dormant
645993,48,,119,1,1,dormant
646621,10,,17,1,1,dormant
648517,7,,25,1,1,dormant
649935,2,,1,1,1,dormant
650399,3,,28,1,1,dormant
651877,18,,36,1,1,dormant
652675,3,,8,1,1,dormant
656672,1,,1,1,1,dormant
657839,16,,77,1,1,dormant
657950,77,,313,1,1,dormant
658268,4,,21,1,1,dormant
659069,64,,153,1,1,dormant
660924,15,,58,1,1,dormant
662298,6,,16,1,1,dormant
664018,121,,386,1,1,dormant
665375,81,,236,1,1,dormant
666216,52,,144,1,1,dormant
667310,37,,309,1,1,dormant
668255,13,,31,1,1,dormant
668315,77,,369,1,1,dormant
668541,21,,63,1,1,dormant
672448,94,,408,1,1,dormant
672603,81,,213,1,1,dormant
673146,13,,34,1,1,dormant
677141,10,,36,1,1,dormant
677507,7,,20,1,1,dormant
678800,9,,32,1,1,dormant
680278,12,,39,1,1,dormant
681418,28,,102,1,1,dormant
685883,48,,214,1,1,dormant
687809,63,,160,1,1,dormant
688039,1,,1,1,1,dormant
688263,129,,468,1,1,dormant
688505,31,,80,1,1,dormant
689786,22,,57,1,1,dormant
691652,42,,115,1,1,dormant
692027,20,,34,1,1,dormant
692136,2,,2,1,1,dormant
692348,15,,58,1,1,dormant
693101,20,,60,1,1,dormant
694706,6,,12,1,1,dormant
695973,7,,8,1,1,dormant
696732,16,,73,1,1,dormant
696852,11,,18,1,1,dormant
697290,15,,57,1,1,dormant
702856,16,,48,1,1,dormant
704355,5,,7,1,1,dormant
705937,36,,100,1,1,dormant
706343,16,,53,1,1,dormant
706469,77,,193,1,1,dormant
707184,5,,16,1,1,dormant
707783,2,,1,1,1,dormant
708921,28,,204,1,1,dormant
711278,46,,128,1,1,dormant
712900,1,,1,1,1,dormant
713393,20,,53,1,1,dormant
714916,13,,18,1,1,dormant
716231,67,,240,1,1,dormant
716527,49,,225,1,1,dormant
716826,11,,42,1,1,dormant
720504,62,,287,1,1,dormant
721216,15,,54,1,1,dormant
721277,5,,7,1,1,dormant
722392,21,,178,1,1,dormant
724366,6,,21,1,1,dormant
726348,4,,7,1,1,dormant
726833,33,,104,1,1,dormant
726842,43,,119,1,1,dormant
727245,3,,16,1,1,dormant
728792,24,,115,1,1,dormant
729849,4,,16,1,1,dormant
730171,30,,120,1,1,dormant
731877,151,,515,1,1,dormant
732472,1,,1,1,1,dormant
732518,27,,74,1,1,dormant
733117,14,,48,1,1,dormant
733967,107,,299,1,1,dormant
735911,107,,442,1,1,dormant
736215,81,,242,1,1,dormant
736354,8,,48,1,1,dormant
736527,4,,6,1,1,dormant
736779,166,,536,1,1,dormant
739197,116,,363,1,1,dormant
739405,26,,91,1,1,dormant
739555,42,,125,1,1,dormant
740408,40,,134,1,1,dormant
740899,85,,215,1,1,dormant
741807,38,,301,1,1,dormant
742723,68,,318,1,1,dormant
743750,58,,350,1,1,dormant
744755,64,,339,1,1,dormant
745605,118,,337,1,1,dormant
746779,49,,108,1,1,dormant
747001,26,,98,1,1,dormant
748509,45,,125,1,1,dormant
748640,28,,103,1,1,dormant
748794,31,,95,1,1,dormant
750911,97,,287,1,1,dormant
753235,55,,200,1,1,dormant
753666,46,,150,1,1,dormant
754259,85,,262,1,1,dormant
754472,24,,63,1,1,dormant
755161,12,,39,1,1,dormant
756249,1,,1,1,1,dormant
756533,33,,81,1,1,dormant
758947,50,,121,1,1,dormant
759531,1,,1,1,1,dormant
759598,50,,185,1,1,dormant
759609,1,,1,1,1,dormant
759724,6,,11,1,1,dormant
759814,2,,6,1,1,dormant
760396,35,,235,1,1,dormant
763923,50,,156,1,1,dormant
764307,119,,359,1,1,dormant
765691,130,,414,1,1,dormant
766393,52,,165,1,1,dormant
768024,97,,298,1,1,dormant
769279,34,,76,1,1,dormant
771736,58,,226,1,1,dormant
777140,17,,48,1,1,dormant
778795,82,,346,1,1,dormant
780120,17,,56,1,1,dormant
780953,131,,430,1,1,dormant
782748,79,,372,1,1,dormant
783575,60,,146,1,1,dormant
785003,80,,376,1,1,dormant
789152,41,,116,1,1,dormant
790189,137,,499,1,1,dormant
792503,1,,1,1,1,dormant
794941,106,,350,1,1,dormant
798390,109,,420,1,1,dormant
800058,52,,206,1,1,dormant
800196,1,,1,1,1,dormant
800553,21,,61,1,1,dormant
802943,10,,28,1,1,dormant
804467,2,,7,1,1,dormant
804794,8,,7,1,1,dormant
805832,21,,447,1,1,dormant
807548,12,,81,1,1,dormant
1854,1,,1,1,2,dormant
3790,18,,60,1,2,dormant
3982,3,,13,1,2,dormant
6652,6,,53,1,2,dormant
7460,17,,68,1,2,dormant
9119,4,,11,1,2,dormant
9626,25,,107,1,2,dormant
11830,1,,1,1,2,dormant
16714,35,,108,1,2,dormant
19630,20,,208,1,2,dormant
21105,60,,150,1,2,dormant
21325,13,,25,1,2,dormant
21802,3,,8,1,2,dormant
23247,20,,53,1,2,dormant
24099,4,,4,1,2,dormant
26154,2,,2,1,2,dormant
28035,17,,52,1,2,dormant
31358,8,,12,1,2,dormant
32072,11,,27,1,2,dormant
32268,5,,17,1,2,dormant
35874,2,,2,1,2,dormant
37715,10,,16,1,2,dormant
39121,2,,7,1,2,dormant
45199,13,,18,1,2,dormant
48841,5,,15,1,2,dormant
49885,8,,16,1,2,dormant
50459,24,,76,1,2,dormant
51437,12,,40,1,2,dormant
55662,20,,44,1,2,dormant
55923,54,,125,1,2,dormant
57582,1,,1,1,2,dormant
60506,12,,37,1,2,dormant
62253,48,,185,1,2,dormant
63450,55,,233,1,2,dormant
67465,45,,230,1,2,dormant
70643,87,,219,1,2,dormant
72261,16,,69,1,2,dormant
72369,2,,1,1,2,dormant
72482,37,,129,1,2,dormant
74187,8,,61,1,2,dormant
77078,16,,46,1,2,dormant
80589,30,,73,1,2,dormant
82564,53,,146,1,2,dormant
83726,25,,81,1,2,dormant
86316,2,,2,1,2,dormant
88256,19,,61,1,2,dormant
90675,21,,87,1,2,dormant
92777,2,,1,1,2,dormant
92971,13,,28,1,2,dormant
95728,16,,42,1,2,dormant
96997,62,,200,1,2,dormant
97506,11,,32,1,2,dormant
98233,5,,7,1,2,dormant
100446,58,,199,1,2,dormant
105190,14,,25,1,2,dormant
106454,5,,17,1,2,dormant
110222,14,,26,1,2,dormant
117260,27,,52,1,2,dormant
119226,16,,47,1,2,dormant
121975,3,,14,1,2,dormant
122227,14,,41,1,2,dormant
122612,11,,25,1,2,dormant
124451,32,,64,1,2,dormant
128389,62,,149,1,2,dormant
130838,29,,62,1,2,dormant
136378,6,,23,1,2,dormant
143007,25,,109,1,2,dormant
143873,65,,141,1,2,dormant
144822,3,,7,1,2,dormant
147092,20,,47,1,2,dormant
153042,87,,367,1,2,dormant
153597,12,,43,1,2,dormant
154166,97,,243,1,2,dormant
157995,89,,289,1,2,dormant
158771,8,,18,1,2,dormant
160370,4,,9,1,2,dormant
163475,3,,4,1,2,dormant
163866,4,,9,1,2,dormant
167885,3,,4,1,2,dormant
170043,44,,139,1,2,dormant
173096,17,,58,1,2,dormant
177042,11,,31,1,2,dormant
179882,2,,1,1,2,dormant
184017,2,,7,1,2,dormant
184907,67,,343,1,2,dormant
192350,1,,1,1,2,dormant
194540,41,,183,1,2,dormant
194805,12,,31,1,2,dormant
194865,4,,9,1,2,dormant
199409,21,,64,1,2,dormant
201526,18,,48,1,2,dormant
204082,1,,1,1,2,dormant
205956,32,,117,1,2,dormant
210805,23,,93,1,2,dormant
211328,21,,56,1,2,dormant
213147,2,,2,1,2,dormant
217090,38,,223,1,2,dormant
218379,43,,146,1,2,dormant
218489,11,,16,1,2,dormant
218821,17,,53,1,2,dormant
219378,16,,65,1,2,dormant
230671,1,,1,1,2,dormant
237795,52,,174,1,2,dormant
238216,28,,91,1,2,dormant
241290,2,,7,1,2,dormant
244772,42,,173,1,2,dormant
245959,18,,58,1,2,dormant
250942,93,,352,1,2,dormant
254057,1,,1,1,2,dormant
259760,68,,316,1,2,dormant
259804,32,,127,1,2,dormant
260863,14,,42,1,2,dormant
265884,72,,259,1,2,dormant
267717,70,,266,1,2,dormant
267961,47,,106,1,2,dormant
269662,22,,61,1,2,dormant
272472,45,,186,1,2,dormant
274472,4,,8,1,2,dormant
276525,8,,35,1,2,dormant
277372,9,,25,1,2,dormant
280546,6,,10,1,2,dormant
282594,21,,87,1,2,dormant
287759,7,,13,1,2,dormant
290027,36,,151,1,2,dormant
296876,9,,266,1,2,dormant
299953,3,,8,1,2,dormant
300034,31,,114,1,2,dormant
306206,4,,15,1,2,dormant
308838,24,,90,1,2,dormant
309949,38,,156,1,2,dormant
309951,3,,3,1,2,dormant
310288,1,,1,1,2,dormant
310487,57,,205,1,2,dormant
316722,12,,128,1,2,dormant
320204,32,,94,1,2,dormant
326629,7,,21,1,2,dormant
327499,1,,1,1,2,dormant
328104,33,,130,1,2,dormant
333774,10,,13,1,2,dormant
337762,59,,308,1,2,dormant
339797,16,,40,1,2,dormant
339857,37,,122,1,2,dormant
345489,35,,85,1,2,dormant
347919,27,,94,1,2,dormant
348222,12,,48,1,2,dormant
348272,58,,155,1,2,dormant
348831,1,,1,1,2,dormant
356213,13,,42,1,2,dormant
356530,19,,54,1,2,dormant
360643,4,,24,1,2,dormant
362892,8,,20,1,2,dormant
369279,15,,42,1,2,dormant
371444,37,,143,1,2,dormant
373529,70,,266,1,2,dormant
374901,17,,59,1,2,dormant
378267,6,,56,1,2,dormant
382475,68,,327,1,2,dormant
384430,6,,14,1,2,dormant
387431,1,,1,1,2,dormant
389648,24,,54,1,2,dormant
392605,26,,82,1,2,dormant
393022,3,,10,1,2,dormant
395173,3,,3,1,2,dormant
395916,3,,2,1,2,dormant
396700,12,,43,1,2,dormant
400264,4,,17,1,2,dormant
401470,1,,1,1,2,dormant
402137,1,,1,1,2,dormant
402884,29,,129,1,2,dormant
408616,7,,35,1,2,dormant
409745,24,,81,1,2,dormant
411079,94,,302,1,2,dormant
412719,16,,39,1,2,dormant
418362,9,,31,1,2,dormant
427094,92,,318,1,2,dormant
429734,6,,24,1,2,dormant
430947,7,,30,1,2,dormant
434311,13,,13,1,2,dormant
438435,1,,1,1,2,dormant
439243,21,,41,1,2,dormant
439808,3,,1,1,2,dormant
440137,11,,44,1,2,dormant
441683,5,,16,1,2,dormant
442978,59,,136,1,2,dormant
445190,21,,53,1,2,dormant
445799,1,,1,1,2,dormant
446647,1,,1,1,2,dormant
447820,1,,1,1,2,dormant
449284,22,,51,1,2,dormant
456834,71,,305,1,2,dormant
457496,5,,16,1,2,dormant
461755,23,,47,1,2,dormant
463515,7,,29,1,2,dormant
465413,57,,251,1,2,dormant
466516,17,,66,1,2,dormant
470872,25,,90,1,2,dormant
471541,18,,31,1,2,dormant
473011,61,,190,1,2,dormant
473986,31,,224,1,2,dormant
476193,61,,163,1,2,dormant
476729,14,,29,1,2,dormant
478181,18,,72,1,2,dormant
478578,24,,50,1,2,dormant
481019,4,,13,1,2,dormant
483575,1,,1,1,2,dormant
487827,2,,1,1,2,dormant
487997,3,,15,1,2,dormant
493211,20,,58,1,2,dormant
494143,103,,332,1,2,dormant
494487,20,,60,1,2,dormant
495385,16,,32,1,2,dormant
496493,3,,4,1,2,dormant
502736,84,,189,1,2,dormant
511862,16,,33,1,2,dormant
516212,38,,130,1,2,dormant
520795,5,,8,1,2,dormant
520872,2,,7,1,2,dormant
523824,7,,40,1,2,dormant
525869,19,,72,1,2,dormant
525946,3,,9,1,2,dormant
526050,3,,15,1,2,dormant
528655,4,,16,1,2,dormant
528799,42,,144,1,2,dormant
530326,11,,33,1,2,dormant
532040,7,,8,1,2,dormant
534010,106,,325,1,2,dormant
535288,9,,27,1,2,dormant
536034,10,,28,1,2,dormant
538227,37,,152,1,2,dormant
545574,4,,18,1,2,dormant
548818,51,,197,1,2,dormant
557287,40,,84,1,2,dormant
561927,37,,128,1,2,dormant
562744,50,,181,1,2,dormant
563301,11,,32,1,2,dormant
564940,8,,104,1,2,dormant
565652,10,,22,1,2,dormant
570821,1,,1,1,2,dormant
577601,6,,11,1,2,dormant
579376,1,,1,1,2,dormant
586274,17,,32,1,2,dormant
586821,7,,5,1,2,dormant
588107,54,,150,1,2,dormant
588446,63,,166,1,2,dormant
589557,4,,8,1,2,dormant
595360,1,,1,1,2,dormant
597291,2,,1,1,2,dormant
598768,14,,39,1,2,dormant
600506,6,,17,1,2,dormant
601021,44,,200,1,2,dormant
601269,42,,182,1,2,dormant
602595,3,,6,1,2,dormant
603312,2,,1,1,2,dormant
606106,4,,12,1,2,dormant
606247,5,,8,1,2,dormant
607574,9,,55,1,2,dormant
608436,98,,463,1,2,dormant
609412,4,,8,1,2,dormant
609735,4,,10,1,2,dormant
611975,1,,1,1,2,dormant
616321,1,,1,1,2,dormant
619213,4,,7,1,2,dormant
621566,63,,215,1,2,dormant
623506,56,,146,1,2,dormant
624010,1,,1,1,2,dormant
626155,5,,9,1,2,dormant
627156,17,,31,1,2,dormant
627626,37,,117,1,2,dormant
629904,3,,7,1,2,dormant
630346,87,,353,1,2,dormant
631832,36,,100,1,2,dormant
634488,11,,20,1,2,dormant
634969,14,,50,1,2,dormant
639211,36,,217,1,2,dormant
640557,2,,1,1,2,dormant
642620,45,,120,1,2,dormant
643476,9,,17,1,2,dormant
645993,94,,234,1,2,dormant
648517,4,,16,1,2,dormant
649935,4,,16,1,2,dormant
650399,39,,114,1,2,dormant
652675,21,,86,1,2,dormant
656672,16,,39,1,2,dormant
657839,36,,211,1,2,dormant
658268,31,,86,1,2,dormant
660924,125,,417,1,2,dormant
662298,23,,88,1,2,dormant
666216,51,,229,1,2,dormant
668541,1,,1,1,2,dormant
672603,6,,18,1,2,dormant
673146,4,,4,1,2,dormant
677507,2,,2,1,2,dormant
678800,4,,9,1,2,dormant
680278,5,,10,1,2,dormant
687809,51,,213,1,2,dormant
688039,1,,1,1,2,dormant
692136,2,,8,1,2,dormant
693101,60,,284,1,2,dormant
696732,2,,6,1,2,dormant
697290,22,,83,1,2,dormant
705937,42,,178,1,2,dormant
706343,2,,1,1,2,dormant
706469,2,,4,1,2,dormant
707184,1,,1,1,2,dormant
707783,8,,37,1,2,dormant
711278,34,,88,1,2,dormant
712900,2,,7,1,2,dormant
713393,4,,8,1,2,dormant
716231,46,,195,1,2,dormant
716826,35,,97,1,2,dormant
721216,5,,11,1,2,dormant
724366,2,,1,1,2,dormant
726833,4,,10,1,2,dormant
726842,22,,57,1,2,dormant
727245,7,,22,1,2,dormant
728792,2,,1,1,2,dormant
729849,6,,15,1,2,dormant
730171,68,,175,1,2,dormant
732472,37,,140,1,2,dormant
732518,48,,127,1,2,dormant
733117,29,,92,1,2,dormant
739555,38,,156,1,2,dormant
740408,45,,143,1,2,dormant
740899,11,,40,1,2,dormant
745605,14,,52,1,2,dormant
746779,58,,160,1,2,dormant
747001,44,,143,1,2,dormant
748509,36,,157,1,2,dormant
753235,39,,195,1,2,dormant
753666,44,,115,1,2,dormant
754472,3,,7,1,2,dormant
755161,13,,69,1,2,dormant
756249,10,,88,1,2,dormant
756533,2,,1,1,2,dormant
759531,1,,1,1,2,dormant
759598,1,,1,1,2,dormant
759609,3,,3,1,2,dormant
759724,4,,6,1,2,dormant
759814,120,,438,1,2,dormant
766393,33,,103,1,2,dormant
769279,1,,1,1,2,dormant
771736,36,,117,1,2,dormant
777140,43,,92,1,2,dormant
778795,20,,69,1,2,dormant
789152,7,,8,1,2,dormant
792503,3,,8,1,2,dormant
800196,7,,21,1,2,dormant
800553,65,,280,1,2,dormant
802943,2,,8,1,2,dormant
1854,2,,1,1,3,dormant
3790,4,,14,1,3,dormant
6652,50,,266,1,3,dormant
9119,89,,353,1,3,dormant
11830,14,,34,1,3,dormant
21802,5,,6,1,3,dormant
24099,2,,1,1,3,dormant
31358,18,,34,1,3,dormant
32268,67,,324,1,3,dormant
39121,19,,76,1,3,dormant
48841,31,,168,1,3,dormant
51437,2,,1,1,3,dormant
55662,52,,137,1,3,dormant
55923,6,,52,1,3,dormant
57582,2,,1,1,3,dormant
72261,45,,149,1,3,dormant
72369,54,,221,1,3,dormant
72482,38,,179,1,3,dormant
74187,7,,21,1,3,dormant
83726,5,,10,1,3,dormant
86316,1,,1,1,3,dormant
88256,1,,1,1,3,dormant
90675,44,,154,1,3,dormant
96997,43,,137,1,3,dormant
97506,19,,82,1,3,dormant
106454,6,,30,1,3,dormant
119226,3,,4,1,3,dormant
121975,20,,83,1,3,dormant
122612,67,,170,1,3,dormant
124451,6,,15,1,3,dormant
130838,6,,10,1,3,dormant
136378,26,,106,1,3,dormant
143007,46,,116,1,3,dormant
144822,11,,25,1,3,dormant
157995,25,,62,1,3,dormant
158771,28,,56,1,3,dormant
160370,69,,286,1,3,dormant
163866,36,,74,1,3,dormant
173096,14,,46,1,3,dormant
179882,20,,39,1,3,dormant
184017,4,,8,1,3,dormant
192350,2,,1,1,3,dormant
194805,16,,60,1,3,dormant
194865,51,,254,1,3,dormant
199409,1,,1,1,3,dormant
201526,15,,29,1,3,dormant
210805,11,,34,1,3,dormant
211328,2,,3,1,3,dormant
213147,1,,1,1,3,dormant
230671,1,,1,1,3,dormant
237795,42,,98,1,3,dormant
241290,13,,86,1,3,dormant
245959,116,,342,1,3,dormant
254057,15,,48,1,3,dormant
259804,2,,4,1,3,dormant
267717,3,,1,1,3,dormant
267961,52,,130,1,3,dormant
274472,2,,1,1,3,dormant
276525,23,,59,1,3,dormant
277372,8,,18,1,3,dormant
290027,2,,1,1,3,dormant
299953,9,,24,1,3,dormant
306206,10,,39,1,3,dormant
308838,15,,44,1,3,dormant
309951,17,,46,1,3,dormant
310288,40,,144,1,3,dormant
316722,6,,8,1,3,dormant
326629,5,,4,1,3,dormant
327499,4,,9,1,3,dormant
328104,39,,143,1,3,dormant
339797,13,,41,1,3,dormant
339857,4,,5,1,3,dormant
348831,21,,57,1,3,dormant
356213,21,,44,1,3,dormant
356530,4,,16,1,3,dormant
360643,19,,46,1,3,dormant
362892,38,,81,1,3,dormant
369279,8,,21,1,3,dormant
371444,42,,152,1,3,dormant
384430,29,,98,1,3,dormant
387431,10,,14,1,3,dormant
393022,1,,1,1,3,dormant
395173,1,,1,1,3,dormant
400264,38,,117,1,3,dormant
402137,16,,83,1,3,dormant
402884,12,,25,1,3,dormant
408616,2,,1,1,3,dormant
411079,23,,69,1,3,dormant
412719,47,,187,1,3,dormant
418362,1,,1,1,3,dormant
430947,33,,126,1,3,dormant
438435,3,,2,1,3,dormant
439243,13,,25,1,3,dormant
439808,23,,51,1,3,dormant
441683,50,,116,1,3,dormant
445799,1,,1,1,3,dormant
446647,3,,4,1,3,dormant
447820,24,,64,1,3,dormant
457496,14,,47,1,3,dormant
461755,3,,4,1,3,dormant
465413,13,,51,1,3,dormant
470872,45,,156,1,3,dormant
471541,3,,1,1,3,dormant
478578,25,,52,1,3,dormant
481019,119,,399,1,3,dormant
483575,7,,24,1,3,dormant
487997,1,,1,1,3,dormant
494143,13,,28,1,3,dormant
495385,4,,3,1,3,dormant
496493,3,,8,1,3,dormant
502736,26,,37,1,3,dormant
511862,59,,137,1,3,dormant
516212,23,,97,1,3,dormant
520795,6,,25,1,3,dormant
520872,5,,16,1,3,dormant
523824,3,,16,1,3,dormant
525869,10,,16,1,3,dormant
525946,57,,246,1,3,dormant
526050,16,,66,1,3,dormant
528655,1,,1,1,3,dormant
528799,44,,221,1,3,dormant
530326,18,,46,1,3,dormant
532040,11,,44,1,3,dormant
535288,41,,183,1,3,dormant
536034,4,,3,1,3,dormant
545574,37,,96,1,3,dormant
562744,18,,55,1,3,dormant
563301,1,,1,1,3,dormant
565652,24,,47,1,3,dormant
570821,1,,1,1,3,dormant
577601,74,,206,1,3,dormant
579376,30,,86,1,3,dormant
586274,12,,18,1,3,dormant
589557,42,,190,1,3,dormant
595360,5,,17,1,3,dormant
597291,98,,339,1,3,dormant
598768,14,,23,1,3,dormant
600506,1,,1,1,3,dormant
601269,12,,50,1,3,dormant
602595,7,,17,1,3,dormant
603312,4,,8,1,3,dormant
606106,59,,132,1,3,dormant
606247,13,,54,1,3,dormant
607574,27,,64,1,3,dormant
609412,26,,99,1,3,dormant
609735,10,,39,1,3,dormant
611975,22,,66,1,3,dormant
616321,35,,149,1,3,dormant
619213,9,,70,1,3,dormant
621566,31,,106,1,3,dormant
623506,2,,1,1,3,dormant
624010,1,,1,1,3,dormant
626155,4,,4,1,3,dormant
627156,10,,14,1,3,dormant
627626,2,,1,1,3,dormant
629904,16,,60,1,3,dormant
634969,36,,139,1,3,dormant
640557,6,,24,1,3,dormant
642620,16,,50,1,3,dormant
648517,2,,2,1,3,dormant
649935,10,,24,1,3,dormant
650399,7,,17,1,3,dormant
652675,6,,17,1,3,dormant
656672,1,,1,1,3,dormant
658268,22,,77,1,3,dormant
672603,35,,111,1,3,dormant
677507,1,,1,1,3,dormant
678800,17,,68,1,3,dormant
680278,26,,62,1,3,dormant
688039,33,,107,1,3,dormant
692136,31,,83,1,3,dormant
696732,18,,72,1,3,dormant
706469,9,,25,1,3,dormant
707184,39,,139,1,3,dormant
707783,2,,7,1,3,dormant
711278,33,,81,1,3,dormant
712900,1,,1,1,3,dormant
713393,9,,31,1,3,dormant
716826,11,,16,1,3,dormant
721216,4,,8,1,3,dormant
724366,27,,97,1,3,dormant
726833,1,,1,1,3,dormant
726842,6,,18,1,3,dormant
727245,2,,1,1,3,dormant
728792,1,,1,1,3,dormant
729849,24,,71,1,3,dormant
730171,61,,145,1,3,dormant
740899,3,,8,1,3,dormant
745605,10,,15,1,3,dormant
753666,26,,56,1,3,dormant
754472,13,,32,1,3,dormant
755161,4,,9,1,3,dormant
756533,21,,65,1,3,dormant
759598,16,,40,1,3,dormant
759609,7,,16,1,3,dormant
766393,12,,11,1,3,dormant
769279,64,,154,1,3,dormant
777140,19,,29,1,3,dormant
792503,49,,127,1,3,dormant
800196,7,,22,1,3,dormant
802943,2,,7,1,3,dormant
1854,5,,17,1,4,dormant
3790,5,,12,1,4,dormant
24099,7,,21,1,4,dormant
39121,4,,8,1,4,dormant
51437,48,,186,1,4,dormant
55662,35,,89,1,4,dormant
55923,19,,48,1,4,dormant
57582,5,,8,1,4,dormant
72369,39,,127,1,4,dormant
