spec,term,coef,se,pvalue,n,r2_within
event_att,"C(rel_t, contr.treatment(base=-1))[-4]:treated",0.008103166385088944,0.005578633547432875,0.1465237627326601,14672,0.002003803092031964
event_att,"C(rel_t, contr.treatment(base=-1))[-3]:treated",0.013796119679546411,0.005932534913246789,0.020153794656858848,14672,0.002003803092031964
event_att,"C(rel_t, contr.treatment(base=-1))[-2]:treated",0.011800915581230415,0.0049790417719133544,0.017885404460338705,14672,0.002003803092031964
event_att,"C(rel_t, contr.treatment(base=-1))[1]:treated",-0.003425527276691011,0.004008256735751149,0.3928744890643223,14672,0.002003803092031964
event_att,"C(rel_t, contr.treatment(base=-1))[2]:treated",-0.007373971333587836,0.004848328645319401,0.12844973082141875,14672,0.002003803092031964
event_att,"C(rel_t, contr.treatment(base=-1))[3]:treated",0.006488364488527784,0.005195311432414319,0.21186534422120595,14672,0.002003803092031964
event_att,"C(rel_t, contr.treatment(base=-1))[4]:treated",0.0017619488800477783,0.0047940705385893555,0.7132686158500561,14672,0.002003803092031964
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-4]:treated",0.003478818577137117,0.0046983775371267165,0.45913409300303076,14672,0.037695940286077256
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-3]:treated",0.008278035031593528,0.005056666685689174,0.10179089899393068,14672,0.037695940286077256
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-2]:treated",0.01041520572899944,0.004241783002850734,0.01416569472348117,14672,0.037695940286077256
event_binary_B,"C(rel_t, contr.treatment(base=-1))[1]:treated",-0.0037967958860008963,0.003085040653622157,0.2185885805443588,14672,0.037695940286077256
event_binary_B,"C(rel_t, contr.treatment(base=-1))[2]:treated",-0.006227796162250895,0.003723268886999011,0.09456314048732861,14672,0.037695940286077256
event_binary_B,"C(rel_t, contr.treatment(base=-1))[3]:treated",-0.0008071137280823997,0.004166881900183056,0.8464343761006978,14672,0.037695940286077256
event_binary_B,"C(rel_t, contr.treatment(base=-1))[4]:treated",-0.0060062165916167885,0.003916630897805272,0.12532130977195743,14672,0.037695940286077256
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-4]:treated_X_disp",0.044724758061261354,0.024312986295930466,0.06599714311539251,14672,0.037695940286077256
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-3]:treated_X_disp",0.05645263653359745,0.02466338022140362,0.022196964605315728,14672,0.037695940286077256
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-2]:treated_X_disp",0.030581066354857137,0.019640576192372458,0.11963478296468288,14672,0.037695940286077256
event_binary_B,"C(rel_t, contr.treatment(base=-1))[1]:treated_X_disp",0.002646004379172484,0.02005763028363721,0.8950619766277137,14672,0.037695940286077256
event_binary_B,"C(rel_t, contr.treatment(base=-1))[2]:treated_X_disp",0.0019271856484528041,0.024138211375011247,0.9363735271531692,14672,0.037695940286077256
event_binary_B,"C(rel_t, contr.treatment(base=-1))[3]:treated_X_disp",0.05210648160317611,0.025295539660563,0.039548246877263216,14672,0.037695940286077256
event_binary_B,"C(rel_t, contr.treatment(base=-1))[4]:treated_X_disp",0.047477933053884154,0.02289598516619905,0.03825251902144,14672,0.037695940286077256
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-4]:disp_binary",0.04321754369012694,0.013546449429026166,0.0014451767695742301,14672,0.037695940286077256
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-3]:disp_binary",0.06281496642261031,0.012460113825240053,5.0803067752625e-07,14672,0.037695940286077256
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-2]:disp_binary",0.0755879885630428,0.01130777599856283,3.0634383918481944e-11,14672,0.037695940286077256
event_binary_B,"C(rel_t, contr.treatment(base=-1))[1]:disp_binary",2.5034807162316597e-05,0.011307239797572624,0.9982336851440945,14672,0.037695940286077256
event_binary_B,"C(rel_t, contr.treatment(base=-1))[2]:disp_binary",0.03673396784124928,0.012784121959461327,0.004107490346756837,14672,0.037695940286077256
event_binary_B,"C(rel_t, contr.treatment(base=-1))[3]:disp_binary",0.0009008138508329396,0.011990538180655857,0.9401218178220541,14672,0.037695940286077256
event_binary_B,"C(rel_t, contr.treatment(base=-1))[4]:disp_binary",-0.028226964683357062,0.012473201481523718,0.02375169148012124,14672,0.037695940286077256
event_score_C,"C(rel_t, contr.treatment(base=-1))[-4]:treated",0.020324903352871293,0.008158763815042564,0.01282001788037479,14672,0.05017250962716968
event_score_C,"C(rel_t, contr.treatment(base=-1))[-3]:treated",0.02681079872369859,0.008601409023193701,0.0018552192083749475,14672,0.05017250962716968
event_score_C,"C(rel_t, contr.treatment(base=-1))[-2]:treated",0.021897226361999995,0.006890199886102131,0.0015075434704274748,14672,0.05017250962716968
event_score_C,"C(rel_t, contr.treatment(base=-1))[1]:treated",-0.0027703494553812753,0.006745975438640747,0.6813647314666658,14672,0.05017250962716968
event_score_C,"C(rel_t, contr.treatment(base=-1))[2]:treated",-0.004772964698032579,0.008073322082415924,0.5544579329708057,14672,0.05017250962716968
event_score_C,"C(rel_t, contr.treatment(base=-1))[3]:treated",0.016220037411284128,0.008469809611611952,0.055642684044671764,14672,0.05017250962716968
event_score_C,"C(rel_t, contr.treatment(base=-1))[4]:treated",0.0093252113582941,0.0077797065210656905,0.23081570386301542,14672,0.05017250962716968
event_score_C,"C(rel_t, contr.treatment(base=-1))[-4]:treated_X_score",0.0882061372576447,0.03244352445642003,0.0066144963208008,14672,0.05017250962716968
