spec,estimand,term,coef,se,pvalue,ci_low,ci_high,n,r2_within
event_att,,"C(rel_t, contr.treatment(base=-1))[-4]:treated",-0.01226221128846778,0.02124879406657159,0.5714505244225387,-0.05709324802028979,0.03256882544335423,43655,0.00051116946816121
event_att,,"C(rel_t, contr.treatment(base=-1))[-3]:treated",-0.011166548965599985,0.02488481381549069,0.6592940670685214,-0.0636689168050006,0.04133581887380063,43655,0.00051116946816121
event_att,,"C(rel_t, contr.treatment(base=-1))[-2]:treated",-0.015401644363362483,0.025811018312292763,0.558565861976585,-0.06985813287837525,0.03905484415165029,43655,0.00051116946816121
event_att,,"C(rel_t, contr.treatment(base=-1))[1]:treated",0.03433569992541738,0.023242170509662378,0.15788107564272535,-0.014700993478523272,0.08337239332935803,43655,0.00051116946816121
event_att,,"C(rel_t, contr.treatment(base=-1))[2]:treated",-0.02977770483942033,0.02076264930515193,0.16965563930622696,-0.07358306578051714,0.014027656101676483,43655,0.00051116946816121
event_att,,"C(rel_t, contr.treatment(base=-1))[3]:treated",-0.04677448597285532,0.022113784593774753,0.04948307305116684,-0.0934304931936487,-0.00011847875206194569,43655,0.00051116946816121
event_att,,"C(rel_t, contr.treatment(base=-1))[4]:treated",-0.0079577158668893,0.02144205799967147,0.7151278528251122,-0.05319650385539875,0.03728107212162015,43655,0.00051116946816121
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[-4]:treated",-0.027277231790849416,0.02629253891949057,0.3140578092765818,-0.08274963998397582,0.02819517640227699,43655,0.0011393329556514953
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[-3]:treated",-0.036528094369214205,0.04252867877787353,0.40234191113462137,-0.1262557633594352,0.05319957462100678,43655,0.0011393329556514953
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[-2]:treated",-0.022362614841053303,0.024199411399429473,0.3683673271532013,-0.07341890998596347,0.02869368030385686,43655,0.0011393329556514953
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[1]:treated",0.03496733674264252,0.03474169091157664,0.3282897137270271,-0.038331223942867323,0.10826589742815236,43655,0.0011393329556514953
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[2]:treated",-0.016453142718482087,0.05011161860028378,0.7466717647566217,-0.1221794162717958,0.08927313083483163,43655,0.0011393329556514953
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[3]:treated",-0.04984495812613298,0.04097150790493478,0.2403872411465211,-0.1362872837512797,0.03659736749901373,43655,0.0011393329556514953
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[4]:treated",-0.012240980323765286,0.03087326271320593,0.6966753606781917,-0.07737787093462346,0.05289591028709289,43655,0.0011393329556514953
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[-4]:treated_X_disp",0.027843031941711543,0.04466011795165932,0.5412687323481131,-0.06638158062056658,0.12206764450398967,43655,0.0011393329556514953
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[-3]:treated_X_disp",0.04645434601627354,0.05812323456968659,0.4351774098484862,-0.0761749597129033,0.16908365174545037,43655,0.0011393329556514953
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[-2]:treated_X_disp",0.012931141266547803,0.02789679790659396,0.648860540382731,-0.045925957528448205,0.07178824006154381,43655,0.0011393329556514953
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[1]:treated_X_disp",0.0013892394335341253,0.036184646586975136,0.9698215550178888,-0.07495369161405427,0.07773217048112252,43655,0.0011393329556514953
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[2]:treated_X_disp",-0.020566381679975775,0.06349891241099931,0.7499753658590502,-0.15453737626016684,0.11340461290021529,43655,0.0011393329556514953
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[3]:treated_X_disp",0.007798976534761159,0.04026039259826708,0.8486960602809399,-0.07714302693874242,0.09274098000826475,43655,0.0011393329556514953
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[4]:treated_X_disp",0.009636594848022198,0.05152470734129478,0.8538521219102448,-0.0990710353439372,0.11834422503998158,43655,0.0011393329556514953
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[-4]:disp_binary",-0.04714554833668154,0.018963894158839985,0.023610996780415228,-0.08715586764938181,-0.007135229023981268,43655,0.0011393329556514953
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[-3]:disp_binary",-0.024282763973079415,0.01983994040802388,0.23767027245060945,-0.06614137930921019,0.017575851363051363,43655,0.0011393329556514953
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[-2]:disp_binary",-0.012472590897158152,0.016979123752469585,0.472604945999453,-0.04829541068807586,0.023350228893759553,43655,0.0011393329556514953
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[1]:disp_binary",0.003992961316320986,0.01651060294257322,0.8117956128391541,-0.030841365971338353,0.038827288603980326,43655,0.0011393329556514953
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[2]:disp_binary",-0.002474872152492193,0.021728686109395656,0.9106523289520931,-0.04831839259194261,0.04336864828695822,43655,0.0011393329556514953
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[3]:disp_binary",0.008286177426502101,0.02026309773069706,0.6876969513032938,-0.03446522182087873,0.05103757667388294,43655,0.0011393329556514953
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[4]:disp_binary",0.012396044346088547,0.022457773162646386,0.5881516523972179,-0.034985715315906746,0.05977780400808384,43655,0.0011393329556514953
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-4]:treated",-0.023189819862296464,0.02609305988401407,0.38654833581810366,-0.0782413640789234,0.031861724354330476,43655,0.0020691404700938776
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-3]:treated",-0.027887389006184243,0.03979691016365838,0.4929442303995053,-0.11185153001909835,0.05607675200672986,43655,0.0020691404700938776
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-2]:treated",-0.021898612553465126,0.025934693962340577,0.41018551094681466,-0.07661603388154742,0.032818808774617174,43655,0.0020691404700938776
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[1]:treated",0.03461714442518314,0.03688212086175522,0.36108697614081864,-0.04319732871247417,0.11243161756284045,43655,0.0020691404700938776
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[2]:treated",-0.00888199046328222,0.04020528931235406,0.827789404545296,-0.09370773616577673,0.07594375523921228,43655,0.0020691404700938776
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[3]:treated",-0.04744730740510714,0.04415031984589765,0.29753688886836516,-0.14059633998229945,0.04570172517208517,43655,0.0020691404700938776
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[4]:treated",-0.007761128354837467,0.03086048026237679,0.8044495381153816,-0.07287105035181343,0.0573487936421385,43655,0.0020691404700938776
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-4]:treated_X_disp",-0.023067366181713067,0.04629742347839418,0.6246971191917212,-0.12074639144996878,0.07461165908654264,43655,0.0020691404700938776
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-3]:treated_X_disp",-0.017204614329812237,0.04198662593241078,0.6870961206512467,-0.10578865178266711,0.07137942312304263,43655,0.0020691404700938776
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-2]:treated_X_disp",-0.03244420996929087,0.037631680795969714,0.4006028322331818,-0.11184011633267354,0.0469516963940918,43655,0.0020691404700938776
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[1]:treated_X_disp",-0.04243945584057361,0.042046649538440214,0.3269619794641945,-0.13115013203246711,0.04627122035131989,43655,0.0020691404700938776
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[2]:treated_X_disp",-0.060847683563579634,0.04901633490032891,0.23132347097739703,-0.16426311050458178,0.04256774337742252,43655,0.0020691404700938776
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[3]:treated_X_disp",-0.030336953667705363,0.041774527413668924,0.47759227671260507,-0.11847350236168333,0.057799595026272604,43655,0.0020691404700938776
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[4]:treated_X_disp",-0.03911346313725466,0.041254724575756976,0.35636408982029577,-0.1261533237064041,0.047926397431894786,43655,0.0020691404700938776
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-4]:disp_binary",-0.03736816895193959,0.018506691972000184,0.05952485219240078,-0.07641387596862585,0.0016775380647466726,43655,0.0020691404700938776
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-3]:disp_binary",-0.014992738768741685,0.0186828940046678,0.4333486737605008,-0.054410199578795955,0.02442472204131258,43655,0.0020691404700938776
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-2]:disp_binary",-0.008819823982604866,0.018897618716946084,0.6466284125675104,-0.04869031433556961,0.031050666370359876,43655,0.0020691404700938776
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[1]:disp_binary",0.007821448905305069,0.018588370059704862,0.6791934745514054,-0.03139658381318815,0.047039481623798285,43655,0.0020691404700938776
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[2]:disp_binary",0.00952458748408155,0.020297293264535186,0.6448501313014701,-0.03329895803328328,0.05234813300144639,43655,0.0020691404700938776
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[3]:disp_binary",0.014883347722994138,0.01901258182679385,0.44450412851889487,-0.02522969359000356,0.05499638903599184,43655,0.0020691404700938776
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[4]:disp_binary",0.020840923126459736,0.023843508555324196,0.3942600599156285,-0.029464482653761975,0.07114632890668145,43655,0.0020691404700938776
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-4]:treated_X_len",-0.026874404977817342,0.01884565721404276,0.17196619060439522,-0.06663526614250903,0.012886456186874343,43655,0.0020691404700938776
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-3]:treated_X_len",-0.05217757099293033,0.036009300083172616,0.16553252515505212,-0.12815055325527758,0.023795411269416922,43655,0.0020691404700938776
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-2]:treated_X_len",0.0018088374631637604,0.02041833479109203,0.9304439014064767,-0.041270083352495414,0.04488775827882293,43655,0.0020691404700938776
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[1]:treated_X_len",-0.0028332246652215966,0.02884301803466762,0.922899270152638,-0.06368667342648673,0.058020224096043536,43655,0.0020691404700938776
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[2]:treated_X_len",-0.05816554378131172,0.0316222211353804,0.08338928767944753,-0.12488259853842296,0.008551510975799516,43655,0.0020691404700938776
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[3]:treated_X_len",-0.014716521552067999,0.0260098735176845,0.5789187851499844,-0.06959255787714946,0.04015951477301347,43655,0.0020691404700938776
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[4]:treated_X_len",-0.03457436835189134,0.024850727650922434,0.18208089346361067,-0.08700482067029726,0.017856083966514585,43655,0.0020691404700938776
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-4]:disp_X_len",-0.028158966577188197,0.010968015184852853,0.019981981379253666,-0.05129945587210162,-0.00501847728227477,43655,0.0020691404700938776
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-3]:disp_X_len",-0.020795299773520726,0.009367367181073371,0.0403069188770262,-0.04055871697543262,-0.0010318825716088345,43655,0.0020691404700938776
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-2]:disp_X_len",-0.0011773616669328016,0.007770001759103747,0.8813440016863825,-0.017570632418081107,0.015215909084215502,43655,0.0020691404700938776
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[1]:disp_X_len",-0.0059671965467691665,0.011400354305322978,0.6074369094765681,-0.03001984165295716,0.018085448559418828,43655,0.0020691404700938776
