spec,term,coef,se,pvalue,n,r2_within
event_att,"C(rel_t, contr.treatment(base=-1))[-4]:treated",0.020437528715031135,0.008578226900423503,0.017406344280227026,7088,0.001300688094270086
event_att,"C(rel_t, contr.treatment(base=-1))[-3]:treated",0.020758127300358233,0.007657868697907177,0.0068442761520810524,7088,0.001300688094270086
event_att,"C(rel_t, contr.treatment(base=-1))[-2]:treated",0.02267162121908274,0.006664403812235149,0.0006991867225061288,7088,0.001300688094270086
event_att,"C(rel_t, contr.treatment(base=-1))[1]:treated",0.01395613605497162,0.007114858756569744,0.050128292274783215,7088,0.001300688094270086
event_att,"C(rel_t, contr.treatment(base=-1))[2]:treated",0.014810644882792491,0.008020056713543704,0.06512421149044889,7088,0.001300688094270086
event_att,"C(rel_t, contr.treatment(base=-1))[3]:treated",0.02074424310965516,0.007228462289364818,0.004205134237280417,7088,0.001300688094270086
event_att,"C(rel_t, contr.treatment(base=-1))[4]:treated",0.021293299742006833,0.008996224454176114,0.01815140714827579,7088,0.001300688094270086
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-4]:treated",0.01725428362002515,0.007172208322889693,0.016345107363122002,7088,0.026540456632766052
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-3]:treated",0.014882689163965356,0.00674081919427055,0.027510833705801208,7088,0.026540456632766052
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-2]:treated",0.009718255609188852,0.00452298713700176,0.03193393989591886,7088,0.026540456632766052
event_binary_B,"C(rel_t, contr.treatment(base=-1))[1]:treated",-0.0005848473020367138,0.005481410661669521,0.9150539445007975,7088,0.026540456632766052
event_binary_B,"C(rel_t, contr.treatment(base=-1))[2]:treated",0.0066407221189514155,0.006818616415370817,0.33036709642243345,7088,0.026540456632766052
event_binary_B,"C(rel_t, contr.treatment(base=-1))[3]:treated",0.007431683007610286,0.005060091699424452,0.142273469240366,7088,0.026540456632766052
event_binary_B,"C(rel_t, contr.treatment(base=-1))[4]:treated",0.009884434688402208,0.00655843679191528,0.13213349769326355,7088,0.026540456632766052
