spec,estimand,term,coef,se,pvalue,ci_low,ci_high,n,r2_within
event_att,,"C(rel_t, contr.treatment(base=-1))[-4]:treated",-0.05208507402406446,0.027721490569154447,0.07751986252455101,-0.11057230666762213,0.006402158619493212,101072,0.0004671421747119986
event_att,,"C(rel_t, contr.treatment(base=-1))[-3]:treated",-0.06470588920791503,0.03130324306776014,0.05430434601574552,-0.1307499590689739,0.001338180653143839,101072,0.0004671421747119986
event_att,,"C(rel_t, contr.treatment(base=-1))[-2]:treated",-0.04011662249527422,0.03161328297275332,0.22154827972454672,-0.10681481937763765,0.026581574387089198,101072,0.0004671421747119986
event_att,,"C(rel_t, contr.treatment(base=-1))[1]:treated",-0.008851146960641458,0.01580664927189699,0.5828084913872114,-0.04220026182783524,0.024497967906552322,101072,0.0004671421747119986
event_att,,"C(rel_t, contr.treatment(base=-1))[2]:treated",-0.038905675943348636,0.019628441471482322,0.06387148569192136,-0.08031806752846889,0.0025067156417716147,101072,0.0004671421747119986
event_att,,"C(rel_t, contr.treatment(base=-1))[3]:treated",0.003996877367768423,0.021617652055646728,0.8555034924233778,-0.04161238169541253,0.049606136430949375,101072,0.0004671421747119986
event_att,,"C(rel_t, contr.treatment(base=-1))[4]:treated",-0.015483323411566741,0.02677682050833732,0.5706861291766607,-0.07197747644489982,0.04101082962176634,101072,0.0004671421747119986
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[-4]:treated",-0.056884709125124215,0.029940097601520364,0.07453848064411184,-0.12005279344665773,0.006283375196409306,101072,0.007638858575238716
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[-3]:treated",-0.08743544234485347,0.03917676818771054,0.03937486347757169,-0.17009119815644458,-0.00477968653326237,101072,0.007638858575238716
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[-2]:treated",-0.025296485958325145,0.03464110915807623,0.47518445433514533,-0.09838283769345404,0.04778986577680375,101072,0.007638858575238716
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[1]:treated",-0.006697380579773255,0.018500288189139524,0.7218016767801396,-0.045729576795623034,0.03233481563607653,101072,0.007638858575238716
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[2]:treated",-0.021415950281419172,0.023376981046820004,0.3724210984821936,-0.07073706905671104,0.027905168493872697,101072,0.007638858575238716
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[3]:treated",0.007829953142548923,0.02118349253241265,0.7162258556494985,-0.03686330939524815,0.052523215680346,101072,0.007638858575238716
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[4]:treated",-0.008366158052230115,0.03518639338489765,0.8149039399824618,-0.08260295894345357,0.06587064283899335,101072,0.007638858575238716
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[-4]:treated_X_disp",0.010314250536411954,0.029705369310255813,0.7326886441860054,-0.05235860037965345,0.07298710145247736,101072,0.007638858575238716
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[-3]:treated_X_disp",0.04518787233955193,0.0465040733210538,0.34482501187886605,-0.05292714598590381,0.14330289066500768,101072,0.007638858575238716
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[-2]:treated_X_disp",-0.021527411564279956,0.03070333358174697,0.4927009187255209,-0.08630578304645835,0.04325095991789844,101072,0.007638858575238716
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[1]:treated_X_disp",-0.0018360231062749064,0.025238372089009746,0.9428562882878779,-0.05508433369881783,0.05141228748626802,101072,0.007638858575238716
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[2]:treated_X_disp",-0.03272411921942075,0.020027337780890907,0.12064584940053646,-0.0749781084520714,0.009529870013229899,101072,0.007638858575238716
event_binary_B,,"C(rel_t, contr.treatment(base=-1))[3]:treated_X_disp",-0.005040174512728614,0.034502592894135355,0.8855756420702718,-0.0778342824764118,0.06775393345095457,101072,0.007638858575238716
