spec,estimand,term,coef,se,pvalue,ci_low,ci_high,n,r2_within
event_blocked_gap,,"C(rel_t, contr.treatment(base=-1))[-4]:blocked_treated_gap",-0.006488539723117387,0.003993045638342945,0.10419601283973878,-0.01431551526232358,0.0013384358160888066,101072,0.0028884761641324586
event_blocked_gap,,"C(rel_t, contr.treatment(base=-1))[-3]:blocked_treated_gap",0.0020106351754385064,0.003924047395885678,0.608388378071679,-0.00568109333559063,0.009702363686467642,101072,0.0028884761641324586
event_blocked_gap,,"C(rel_t, contr.treatment(base=-1))[-2]:blocked_treated_gap",0.01798893277076718,0.003420446878476312,1.47018138552113e-07,0.011284337713321716,0.02469352782821264,101072,0.0028884761641324586
event_blocked_gap,,"C(rel_t, contr.treatment(base=-1))[1]:blocked_treated_gap",0.007723381900353485,0.003212856243924661,0.016235565395790408,0.0014256959959620136,0.014021067804744956,101072,0.0028884761641324586
event_blocked_gap,,"C(rel_t, contr.treatment(base=-1))[2]:blocked_treated_gap",-0.002645990459020481,0.0034659298990756494,0.44522200806895973,-0.009439739140522182,0.004147758222481219,101072,0.0028884761641324586
event_blocked_gap,,"C(rel_t, contr.treatment(base=-1))[3]:blocked_treated_gap",0.007623272448693057,0.003868925340483927,0.048816066674464365,3.9591533002529544e-05,0.015206953364383585,101072,0.0028884761641324586
event_blocked_gap,,"C(rel_t, contr.treatment(base=-1))[4]:blocked_treated_gap",0.00013900920863823087,0.003938752026866204,0.9718468988317759,-0.007581542611068487,0.007859561028344949,101072,0.0028884761641324586
event_blocked_gap,,"C(rel_t, contr.treatment(base=-1))[-4]:blocked_control_gap",2.5740786868688593e-07,0.002498449630889705,0.9999177979427716,-0.004897083098118524,0.004897597913855897,101072,0.0028884761641324586
event_blocked_gap,,"C(rel_t, contr.treatment(base=-1))[-3]:blocked_control_gap",0.005194771462216511,0.00237850607428682,0.028977045292922332,0.0005325385329124858,0.009857004391520536,101072,0.0028884761641324586
event_blocked_gap,,"C(rel_t, contr.treatment(base=-1))[-2]:blocked_control_gap",0.02768312857333409,0.002083887538565104,0.0,0.0235983926929863,0.03176786445368188,101072,0.0028884761641324586
event_blocked_gap,,"C(rel_t, contr.treatment(base=-1))[1]:blocked_control_gap",0.004927945820943046,0.0020058107629396535,0.014030058846124849,0.0009962522717753448,0.008859639370110747,101072,0.0028884761641324586
event_blocked_gap,,"C(rel_t, contr.treatment(base=-1))[2]:blocked_control_gap",0.00705554335747329,0.002195461888244412,0.0013136809390768,0.002752104816340189,0.011358981898606391,101072,0.0028884761641324586
event_blocked_gap,,"C(rel_t, contr.treatment(base=-1))[3]:blocked_control_gap",0.0034114222025015024,0.0021812563398838866,0.1178493682996542,-0.0008641713076429254,0.00768701571264593,101072,0.0028884761641324586
event_blocked_gap,,"C(rel_t, contr.treatment(base=-1))[4]:blocked_control_gap",0.004983707580337434,0.002252656779017148,0.026959011467857286,0.0005681583719113967,0.009399256788763471,101072,0.0028884761641324586
