spec,term,coef,se,pvalue,n,r2_within
event_att,"C(rel_t, contr.treatment(base=-1))[-4]:treated",-0.06840619384905913,0.057941230161189405,0.23797329527435385,5249,0.004491241359563469
event_att,"C(rel_t, contr.treatment(base=-1))[-3]:treated",0.06897628794059361,0.057640122566258827,0.231653845539044,5249,0.004491241359563469
event_att,"C(rel_t, contr.treatment(base=-1))[-2]:treated",0.06621950922710935,0.0564508412266323,0.24099270613012824,5249,0.004491241359563469
event_att,"C(rel_t, contr.treatment(base=-1))[1]:treated",0.12017028670531124,0.0608955823149088,0.04866447993777623,5249,0.004491241359563469
event_att,"C(rel_t, contr.treatment(base=-1))[2]:treated",0.07796399478426058,0.061425624908883744,0.20458293357175772,5249,0.004491241359563469
event_att,"C(rel_t, contr.treatment(base=-1))[3]:treated",0.0637314686821149,0.06277889857085885,0.31021294483252504,5249,0.004491241359563469
event_att,"C(rel_t, contr.treatment(base=-1))[4]:treated",-0.016768770925412287,0.06003748740825475,0.7800553967699457,5249,0.004491241359563469
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-4]:treated",-0.04812437327320804,0.09948601846864946,0.6286593346924412,5249,0.012110775645160943
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-3]:treated",0.12058247724556216,0.10337812495914406,0.24365895633499202,5249,0.012110775645160943
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-2]:treated",0.12418979090338715,0.10258639722180447,0.22627467754089237,5249,0.012110775645160943
event_binary_B,"C(rel_t, contr.treatment(base=-1))[1]:treated",0.2538931707643831,0.10116966926561036,0.012208891239773534,5249,0.012110775645160943
event_binary_B,"C(rel_t, contr.treatment(base=-1))[2]:treated",0.2653579620997962,0.10385465770137003,0.010729636144492405,5249,0.012110775645160943
event_binary_B,"C(rel_t, contr.treatment(base=-1))[3]:treated",0.2007004946854715,0.1053430096376855,0.05697433519743922,5249,0.012110775645160943
event_binary_B,"C(rel_t, contr.treatment(base=-1))[4]:treated",0.05231807493730405,0.10616071784198529,0.6222237229288843,5249,0.012110775645160943
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-4]:treated_X_disp",-0.022216640590016063,0.12103124254250494,0.8543864587259897,5249,0.012110775645160943
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-3]:treated_X_disp",-0.08352394010327993,0.123383590477568,0.4985616623736058,5249,0.012110775645160943
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-2]:treated_X_disp",-0.09433470184460131,0.1213662604178043,0.43713986757486545,5249,0.012110775645160943
event_binary_B,"C(rel_t, contr.treatment(base=-1))[1]:treated_X_disp",-0.24609946230607502,0.12474892060525368,0.04873569841666692,5249,0.012110775645160943
event_binary_B,"C(rel_t, contr.treatment(base=-1))[2]:treated_X_disp",-0.32049762601301607,0.12762817872698884,0.012153814902231552,5249,0.012110775645160943
event_binary_B,"C(rel_t, contr.treatment(base=-1))[3]:treated_X_disp",-0.22556095782230892,0.1303132876750138,0.08370566874758567,5249,0.012110775645160943
event_binary_B,"C(rel_t, contr.treatment(base=-1))[4]:treated_X_disp",-0.10601765495087632,0.12652872771235915,0.4022450033170899,5249,0.012110775645160943
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-4]:disp_binary",0.057001395494340794,0.04683878120805377,0.22383750306834727,5249,0.012110775645160943
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-3]:disp_binary",0.06036484043979911,0.0495762477231808,0.22359185863997255,5249,0.012110775645160943
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-2]:disp_binary",0.03527683297296938,0.04979188008038469,0.47877132085565144,5249,0.012110775645160943
event_binary_B,"C(rel_t, contr.treatment(base=-1))[1]:disp_binary",-0.020318449919915615,0.05485431817218324,0.711139520173099,5249,0.012110775645160943
event_binary_B,"C(rel_t, contr.treatment(base=-1))[2]:disp_binary",0.17612247137003242,0.05811011079972657,0.002487170361798574,5249,0.012110775645160943
event_binary_B,"C(rel_t, contr.treatment(base=-1))[3]:disp_binary",0.12566805973342635,0.06013743048168648,0.03684131408631264,5249,0.012110775645160943
