spec,term,coef,se,pvalue,n,r2_within
event_att,"C(rel_t, contr.treatment(base=-1))[-4]:treated",0.007398546355014799,0.010202327473350913,0.4683475203769356,99644,0.00031128031162264147
event_att,"C(rel_t, contr.treatment(base=-1))[-3]:treated",-0.0014962306453044796,0.010455093362347635,0.886204372840385,99644,0.00031128031162264147
event_att,"C(rel_t, contr.treatment(base=-1))[-2]:treated",0.005206715021880204,0.010089412331214388,0.6058192643612967,99644,0.00031128031162264147
event_att,"C(rel_t, contr.treatment(base=-1))[1]:treated",-0.0007277664114917319,0.010904870414503295,0.9467910598157498,99644,0.00031128031162264147
event_att,"C(rel_t, contr.treatment(base=-1))[2]:treated",0.0166705396972464,0.011626734442804702,0.1516395895765017,99644,0.00031128031162264147
event_att,"C(rel_t, contr.treatment(base=-1))[3]:treated",0.04011548005687683,0.012128212879813105,0.0009423553046781219,99644,0.00031128031162264147
event_att,"C(rel_t, contr.treatment(base=-1))[4]:treated",0.022729361346848692,0.012448936925449738,0.06789203444705483,99644,0.00031128031162264147
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-4]:treated",0.028112655699865506,0.01806957872773885,0.11976913659783994,99644,0.0009608778076944935
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-3]:treated",0.01671372479545412,0.01878394693124695,0.3735890586509769,99644,0.0009608778076944935
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-2]:treated",0.021342303712239007,0.019951427974646784,0.2847595233375093,99644,0.0009608778076944935
event_binary_B,"C(rel_t, contr.treatment(base=-1))[1]:treated",0.018269071551177223,0.01954011364663433,0.3498226156798028,99644,0.0009608778076944935
event_binary_B,"C(rel_t, contr.treatment(base=-1))[2]:treated",0.020411185078092225,0.019996628261518688,0.30739231368190123,99644,0.0009608778076944935
event_binary_B,"C(rel_t, contr.treatment(base=-1))[3]:treated",0.03826050232419694,0.020324979374757347,0.05978906224966951,99644,0.0009608778076944935
event_binary_B,"C(rel_t, contr.treatment(base=-1))[4]:treated",0.008052298442921291,0.020461714992782352,0.6939316714418258,99644,0.0009608778076944935
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-4]:treated_X_disp",-0.033184193524359175,0.02184335520655811,0.12872836295651302,99644,0.0009608778076944935
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-3]:treated_X_disp",-0.028429261663937153,0.022498192718257565,0.20637753823358884,99644,0.0009608778076944935
event_binary_B,"C(rel_t, contr.treatment(base=-1))[-2]:treated_X_disp",-0.023642510963545835,0.022908484374750356,0.3020632707647417,99644,0.0009608778076944935
event_binary_B,"C(rel_t, contr.treatment(base=-1))[1]:treated_X_disp",-0.030785749344253443,0.02338939023266253,0.18811074321040322,99644,0.0009608778076944935
